sample_id,table_number,dist_key,scenario,dist_phase,gt_mean,gt_mu,gt_sigma,total_files,description,shuffle,segments,early_stop_unlock_table_id,dist_name,request_number,seed,max_events
153,153,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
154,154,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
155,155,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
156,156,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
157,157,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
158,158,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
159,159,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
160,160,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
161,161,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
162,162,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
163,163,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
164,164,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
165,165,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
166,166,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
167,167,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
168,168,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
169,169,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
170,170,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
171,171,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
172,172,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
173,173,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
174,174,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
175,175,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
176,176,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
177,177,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
178,178,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
179,179,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
180,180,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
181,181,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
182,182,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
183,183,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
184,184,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
185,185,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
186,186,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
187,187,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
188,188,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
189,189,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
190,190,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
191,191,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
192,192,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
193,193,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
194,194,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
195,195,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
196,196,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
197,197,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
198,198,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
199,199,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
200,200,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
201,201,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
202,202,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
203,203,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
204,204,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
205,205,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
206,206,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
207,207,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
208,208,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
209,209,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
210,210,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
211,211,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
212,212,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
213,213,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
214,214,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
215,215,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
216,216,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
217,217,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
218,218,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
219,219,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
220,220,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
221,221,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
222,222,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
223,223,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
224,224,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
225,225,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
226,226,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
227,227,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
228,228,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
229,229,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
230,230,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
231,231,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
232,232,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
233,233,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
234,234,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
235,235,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
236,236,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
237,237,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
238,238,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
239,239,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
240,240,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
241,241,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
242,242,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
243,243,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
244,244,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
245,245,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
246,246,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
247,247,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
248,248,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
249,249,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
250,250,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
251,251,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
252,252,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
253,253,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
254,254,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
255,255,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
256,256,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
257,257,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
258,258,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
259,259,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
260,260,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
261,261,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
262,262,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
263,263,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
264,264,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
265,265,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
266,266,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
267,267,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
268,268,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
269,269,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
270,270,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
271,271,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
272,272,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
273,273,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
274,274,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
275,275,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
276,276,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
277,277,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
278,278,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
279,279,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
280,280,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
281,281,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
282,282,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
283,283,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
284,284,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
285,285,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
286,286,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
287,287,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
288,288,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
289,289,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
290,290,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
291,291,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
292,292,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
293,293,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
294,294,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
295,295,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
296,296,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
297,297,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
298,298,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
299,299,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
300,300,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
301,301,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
302,302,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
303,303,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
304,304,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
305,305,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
306,306,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
307,307,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
308,308,S5_1,S5,B,90.0,4.374809670330265,0.5,1000,S5_1 适应：15% 9 → 85% 90,0,"[('A', 0.15), ('B', 0.85)]",0,S5_1,30,123,60
